id,public_metrics
784431430411685888,"{'retweet_count': 1198, 'reply_count': 20, 'like_count': 5491, 'quote_count': 36}"
784431430411685888,"{'retweet_count': 1198, 'reply_count': 20, 'like_count': 5491, 'quote_count': 36}"
784183165795655680,"{'retweet_count': 7546, 'reply_count': 154, 'like_count': 19141, 'quote_count': 586}"
784183165795655680,"{'retweet_count': 7546, 'reply_count': 154, 'like_count': 19141, 'quote_count': 586}"
784057939640352768,"{'retweet_count': 10447, 'reply_count': 182, 'like_count': 28392, 'quote_count': 427}"
784057939640352768,"{'retweet_count': 10447, 'reply_count': 182, 'like_count': 28392, 'quote_count': 427}"
783839966405230592,"{'retweet_count': 10145, 'reply_count': 190, 'like_count': 28646, 'quote_count': 600}"
783839966405230592,"{'retweet_count': 10145, 'reply_count': 190, 'like_count': 28646, 'quote_count': 600}"
783821107061198850,"{'retweet_count': 1842, 'reply_count': 32, 'like_count': 7054, 'quote_count': 39}"
783821107061198850,"{'retweet_count': 1842, 'reply_count': 32, 'like_count': 7054, 'quote_count': 39}"
783695101801398276,"{'retweet_count': 3021, 'reply_count': 83, 'like_count': 9971, 'quote_count': 97}"
783695101801398276,"{'retweet_count': 3021, 'reply_count': 83, 'like_count': 9971, 'quote_count': 97}"
783466772167098368,"{'retweet_count': 2096, 'reply_count': 45, 'like_count': 8073, 'quote_count': 70}"
783466772167098368,"{'retweet_count': 2096, 'reply_count': 45, 'like_count': 8073, 'quote_count': 70}"
783391753726550016,"{'retweet_count': 5141, 'reply_count': 104, 'like_count': 16144, 'quote_count': 286}"
783391753726550016,"{'retweet_count': 5141, 'reply_count': 104, 'like_count': 16144, 'quote_count': 286}"
783347506784731136,"{'retweet_count': 5200, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
783347506784731136,"{'retweet_count': 5200, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
783334639985389568,"{'retweet_count': 10976, 'reply_count': 172, 'like_count': 27757, 'quote_count': 479}"
783334639985389568,"{'retweet_count': 10976, 'reply_count': 172, 'like_count': 27757, 'quote_count': 479}"
783085703974514689,"{'retweet_count': 2042, 'reply_count': 41, 'like_count': 7808, 'quote_count': 86}"
783085703974514689,"{'retweet_count': 2042, 'reply_count': 41, 'like_count': 7808, 'quote_count': 86}"
782969140009107456,"{'retweet_count': 6952, 'reply_count': 110, 'like_count': 23074, 'quote_count': 248}"
782969140009107456,"{'retweet_count': 6952, 'reply_count': 110, 'like_count': 23074, 'quote_count': 248}"
782747134529531904,"{'retweet_count': 1330, 'reply_count': 19, 'like_count': 7147, 'quote_count': 25}"
782747134529531904,"{'retweet_count': 1330, 'reply_count': 19, 'like_count': 7147, 'quote_count': 25}"
782722598790725632,"{'retweet_count': 5067, 'reply_count': 127, 'like_count': 16457, 'quote_count': 254}"
782722598790725632,"{'retweet_count': 5067, 'reply_count': 127, 'like_count': 16457, 'quote_count': 254}"
782598640137187329,"{'retweet_count': 1777, 'reply_count': 53, 'like_count': 7466, 'quote_count': 92}"
782598640137187329,"{'retweet_count': 1777, 'reply_count': 53, 'like_count': 7466, 'quote_count': 92}"
782305867769217024,"{'retweet_count': 5176, 'reply_count': 96, 'like_count': 15866, 'quote_count': 245}"
782305867769217024,"{'retweet_count': 5176, 'reply_count': 96, 'like_count': 15866, 'quote_count': 245}"
782021823840026624,"{'retweet_count': 5801, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
782021823840026624,"{'retweet_count': 5801, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
781955203444699136,"{'retweet_count': 3171, 'reply_count': 86, 'like_count': 10675, 'quote_count': 183}"
781955203444699136,"{'retweet_count': 3171, 'reply_count': 86, 'like_count': 10675, 'quote_count': 183}"
781661882474196992,"{'retweet_count': 2550, 'reply_count': 90, 'like_count': 9968, 'quote_count': 112}"
781661882474196992,"{'retweet_count': 2550, 'reply_count': 90, 'like_count': 9968, 'quote_count': 112}"
781655249211752448,"{'retweet_count': 1067, 'reply_count': 32, 'like_count': 3824, 'quote_count': 85}"
781655249211752448,"{'retweet_count': 1067, 'reply_count': 32, 'like_count': 3824, 'quote_count': 85}"
781524693396357120,"{'retweet_count': 5203, 'reply_count': 89, 'like_count': 19789, 'quote_count': 135}"
781524693396357120,"{'retweet_count': 5203, 'reply_count': 89, 'like_count': 19789, 'quote_count': 135}"
781308096455073793,"{'retweet_count': 2404, 'reply_count': 61, 'like_count': 6814, 'quote_count': 189}"
781308096455073793,"{'retweet_count': 2404, 'reply_count': 61, 'like_count': 6814, 'quote_count': 189}"
781251288990355457,"{'retweet_count': 1952, 'reply_count': 35, 'like_count': 8001, 'quote_count': 67}"
781251288990355457,"{'retweet_count': 1952, 'reply_count': 35, 'like_count': 8001, 'quote_count': 67}"
781163403222056960,"{'retweet_count': 2604, 'reply_count': 72, 'like_count': 9374, 'quote_count': 102}"
781163403222056960,"{'retweet_count': 2604, 'reply_count': 72, 'like_count': 9374, 'quote_count': 102}"
780931614150983680,"{'retweet_count': 6820, 'reply_count': 96, 'like_count': 20673, 'quote_count': 237}"
780931614150983680,"{'retweet_count': 6820, 'reply_count': 96, 'like_count': 20673, 'quote_count': 237}"
780858289093574656,"{'retweet_count': 1888, 'reply_count': 39, 'like_count': 6875, 'quote_count': 88}"
780858289093574656,"{'retweet_count': 1888, 'reply_count': 39, 'like_count': 6875, 'quote_count': 88}"
780800785462489090,"{'retweet_count': 1212, 'reply_count': 18, 'like_count': 5241, 'quote_count': 43}"
780800785462489090,"{'retweet_count': 1212, 'reply_count': 18, 'like_count': 5241, 'quote_count': 43}"
780601303617732608,"{'retweet_count': 3144, 'reply_count': 69, 'like_count': 11553, 'quote_count': 156}"
780601303617732608,"{'retweet_count': 3144, 'reply_count': 69, 'like_count': 11553, 'quote_count': 156}"
780543529827336192,"{'retweet_count': 1647, 'reply_count': 49, 'like_count': 6010, 'quote_count': 78}"
780543529827336192,"{'retweet_count': 1647, 'reply_count': 49, 'like_count': 6010, 'quote_count': 78}"
780496263422808064,"{'retweet_count': 3463, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
780496263422808064,"{'retweet_count': 3463, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
780476555013349377,"{'retweet_count': 105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
780476555013349377,"{'retweet_count': 105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
780459368902959104,"{'retweet_count': 1012, 'reply_count': 25, 'like_count': 5054, 'quote_count': 31}"
780459368902959104,"{'retweet_count': 1012, 'reply_count': 25, 'like_count': 5054, 'quote_count': 31}"
780192070812196864,"{'retweet_count': 2110, 'reply_count': 61, 'like_count': 8303, 'quote_count': 61}"
780192070812196864,"{'retweet_count': 2110, 'reply_count': 61, 'like_count': 8303, 'quote_count': 61}"
780092040432480260,"{'retweet_count': 2155, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
780092040432480260,"{'retweet_count': 2155, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
780074436359819264,"{'retweet_count': 4630, 'reply_count': 85, 'like_count': 11545, 'quote_count': 185}"
780074436359819264,"{'retweet_count': 4630, 'reply_count': 85, 'like_count': 11545, 'quote_count': 185}"
779834332596887552,"{'retweet_count': 6563, 'reply_count': 99, 'like_count': 17934, 'quote_count': 275}"
779834332596887552,"{'retweet_count': 6563, 'reply_count': 99, 'like_count': 17934, 'quote_count': 275}"
779377524342161408,"{'retweet_count': 2917, 'reply_count': 96, 'like_count': 8350, 'quote_count': 304}"
779377524342161408,"{'retweet_count': 2917, 'reply_count': 96, 'like_count': 8350, 'quote_count': 304}"
779124354206535695,"{'retweet_count': 17105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
779124354206535695,"{'retweet_count': 17105, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
779056095788752897,"{'retweet_count': 4257, 'reply_count': 121, 'like_count': 14067, 'quote_count': 283}"
779056095788752897,"{'retweet_count': 4257, 'reply_count': 121, 'like_count': 14067, 'quote_count': 283}"
778990705243029504,"{'retweet_count': 6711, 'reply_count': 89, 'like_count': 18925, 'quote_count': 229}"
778990705243029504,"{'retweet_count': 6711, 'reply_count': 89, 'like_count': 18925, 'quote_count': 229}"
778774459159379968,"{'retweet_count': 9238, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
778774459159379968,"{'retweet_count': 9238, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
778764940568104960,"{'retweet_count': 340, 'reply_count': 11, 'like_count': 827, 'quote_count': 79}"
778764940568104960,"{'retweet_count': 340, 'reply_count': 11, 'like_count': 827, 'quote_count': 79}"
778748913645780993,"{'retweet_count': 1219, 'reply_count': 44, 'like_count': 6530, 'quote_count': 49}"
778748913645780993,"{'retweet_count': 1219, 'reply_count': 44, 'like_count': 6530, 'quote_count': 49}"
778650543019483137,"{'retweet_count': 1403, 'reply_count': 38, 'like_count': 5464, 'quote_count': 82}"
778650543019483137,"{'retweet_count': 1403, 'reply_count': 38, 'like_count': 5464, 'quote_count': 82}"
778624900596654080,"{'retweet_count': 950, 'reply_count': 15, 'like_count': 4381, 'quote_count': 35}"
778624900596654080,"{'retweet_count': 950, 'reply_count': 15, 'like_count': 4381, 'quote_count': 35}"
778408200802557953,"{'retweet_count': 4045, 'reply_count': 147, 'like_count': 12992, 'quote_count': 709}"
778408200802557953,"{'retweet_count': 4045, 'reply_count': 147, 'like_count': 12992, 'quote_count': 709}"
778396591732486144,"{'retweet_count': 11447, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
778396591732486144,"{'retweet_count': 11447, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
778383385161035776,"{'retweet_count': 1027, 'reply_count': 32, 'like_count': 5563, 'quote_count': 38}"
778383385161035776,"{'retweet_count': 1027, 'reply_count': 32, 'like_count': 5563, 'quote_count': 38}"
778286810187399168,"{'retweet_count': 3096, 'reply_count': 80, 'like_count': 9863, 'quote_count': 194}"
778286810187399168,"{'retweet_count': 3096, 'reply_count': 80, 'like_count': 9863, 'quote_count': 194}"
778039087836069888,"{'retweet_count': 2493, 'reply_count': 64, 'like_count': 8054, 'quote_count': 108}"
778039087836069888,"{'retweet_count': 2493, 'reply_count': 64, 'like_count': 8054, 'quote_count': 108}"
778027034220126208,"{'retweet_count': 1505, 'reply_count': 43, 'like_count': 6254, 'quote_count': 49}"
778027034220126208,"{'retweet_count': 1505, 'reply_count': 43, 'like_count': 6254, 'quote_count': 49}"
777953400541634568,"{'retweet_count': 3300, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
777953400541634568,"{'retweet_count': 3300, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
777885040357281792,"{'retweet_count': 1528, 'reply_count': 109, 'like_count': 6062, 'quote_count': 96}"
777885040357281792,"{'retweet_count': 1528, 'reply_count': 109, 'like_count': 6062, 'quote_count': 96}"
777684233540206592,"{'retweet_count': 2751, 'reply_count': 42, 'like_count': 10737, 'quote_count': 62}"
777684233540206592,"{'retweet_count': 2751, 'reply_count': 42, 'like_count': 10737, 'quote_count': 62}"
777641927919427584,"{'retweet_count': 3961, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
777641927919427584,"{'retweet_count': 3961, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
777621514455814149,"{'retweet_count': 2357, 'reply_count': 40, 'like_count': 8316, 'quote_count': 114}"
777621514455814149,"{'retweet_count': 2357, 'reply_count': 40, 'like_count': 8316, 'quote_count': 114}"
777189768882946048,"{'retweet_count': 4029, 'reply_count': 83, 'like_count': 13479, 'quote_count': 157}"
777189768882946048,"{'retweet_count': 4029, 'reply_count': 83, 'like_count': 13479, 'quote_count': 157}"
776819012571455488,"{'retweet_count': 12738, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
776819012571455488,"{'retweet_count': 12738, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
776813020089548800,"{'retweet_count': 1130, 'reply_count': 22, 'like_count': 4652, 'quote_count': 32}"
776813020089548800,"{'retweet_count': 1130, 'reply_count': 22, 'like_count': 4652, 'quote_count': 32}"
776477788987613185,"{'retweet_count': 2586, 'reply_count': 57, 'like_count': 8340, 'quote_count': 210}"
776477788987613185,"{'retweet_count': 2586, 'reply_count': 57, 'like_count': 8340, 'quote_count': 210}"
776249906839351296,"{'retweet_count': 8556, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
776249906839351296,"{'retweet_count': 8556, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
776218204058357768,"{'retweet_count': 14851, 'reply_count': 176, 'like_count': 28359, 'quote_count': 676}"
776218204058357768,"{'retweet_count': 14851, 'reply_count': 176, 'like_count': 28359, 'quote_count': 676}"
776201521193218049,"{'retweet_count': 2359, 'reply_count': 72, 'like_count': 9099, 'quote_count': 85}"
776201521193218049,"{'retweet_count': 2359, 'reply_count': 72, 'like_count': 9099, 'quote_count': 85}"
776113305656188928,"{'retweet_count': 4075, 'reply_count': 81, 'like_count': 11226, 'quote_count': 162}"
776113305656188928,"{'retweet_count': 4075, 'reply_count': 81, 'like_count': 11226, 'quote_count': 162}"
776088319444877312,"{'retweet_count': 142, 'reply_count': 17, 'like_count': 1736, 'quote_count': 26}"
776088319444877312,"{'retweet_count': 142, 'reply_count': 17, 'like_count': 1736, 'quote_count': 26}"
775898661951791106,"{'retweet_count': 15686, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
775898661951791106,"{'retweet_count': 15686, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
775842724423557120,"{'retweet_count': 2492, 'reply_count': 95, 'like_count': 11157, 'quote_count': 136}"
775842724423557120,"{'retweet_count': 2492, 'reply_count': 95, 'like_count': 11157, 'quote_count': 136}"
775733305207554048,"{'retweet_count': 3739, 'reply_count': 84, 'like_count': 13216, 'quote_count': 131}"
775733305207554048,"{'retweet_count': 3739, 'reply_count': 84, 'like_count': 13216, 'quote_count': 131}"
775729183532220416,"{'retweet_count': 4327, 'reply_count': 190, 'like_count': 12385, 'quote_count': 794}"
775729183532220416,"{'retweet_count': 4327, 'reply_count': 190, 'like_count': 12385, 'quote_count': 794}"
775364825476165632,"{'retweet_count': 2751, 'reply_count': 39, 'like_count': 7012, 'quote_count': 131}"
775364825476165632,"{'retweet_count': 2751, 'reply_count': 39, 'like_count': 7012, 'quote_count': 131}"
775350846108426240,"{'retweet_count': 3654, 'reply_count': 116, 'like_count': 9666, 'quote_count': 371}"
775350846108426240,"{'retweet_count': 3654, 'reply_count': 116, 'like_count': 9666, 'quote_count': 371}"
775085132600442880,"{'retweet_count': 4421, 'reply_count': 95, 'like_count': 14778, 'quote_count': 226}"
775085132600442880,"{'retweet_count': 4421, 'reply_count': 95, 'like_count': 14778, 'quote_count': 226}"
774757898236878852,"{'retweet_count': 1671, 'reply_count': 86, 'like_count': 8219, 'quote_count': 129}"
774757898236878852,"{'retweet_count': 1671, 'reply_count': 86, 'like_count': 8219, 'quote_count': 129}"
774639387460112384,"{'retweet_count': 1626, 'reply_count': 27, 'like_count': 6418, 'quote_count': 45}"
774639387460112384,"{'retweet_count': 1626, 'reply_count': 27, 'like_count': 6418, 'quote_count': 45}"
774314403806253056,"{'retweet_count': 5145, 'reply_count': 128, 'like_count': 20741, 'quote_count': 93}"
774314403806253056,"{'retweet_count': 5145, 'reply_count': 128, 'like_count': 20741, 'quote_count': 93}"
773985732834758656,"{'retweet_count': 3618, 'reply_count': 63, 'like_count': 10252, 'quote_count': 161}"
773985732834758656,"{'retweet_count': 3618, 'reply_count': 63, 'like_count': 10252, 'quote_count': 161}"
773922284943896577,"{'retweet_count': 1638, 'reply_count': 38, 'like_count': 6106, 'quote_count': 99}"
773922284943896577,"{'retweet_count': 1638, 'reply_count': 38, 'like_count': 6106, 'quote_count': 99}"
773704687002451968,"{'retweet_count': 1511, 'reply_count': 31, 'like_count': 6296, 'quote_count': 51}"
773704687002451968,"{'retweet_count': 1511, 'reply_count': 31, 'like_count': 6296, 'quote_count': 51}"
773670353721753600,"{'retweet_count': 1235, 'reply_count': 37, 'like_count': 5108, 'quote_count': 50}"
773670353721753600,"{'retweet_count': 1235, 'reply_count': 37, 'like_count': 5108, 'quote_count': 50}"
773547596996571136,"{'retweet_count': 5744, 'reply_count': 102, 'like_count': 21037, 'quote_count': 234}"
773547596996571136,"{'retweet_count': 5744, 'reply_count': 102, 'like_count': 21037, 'quote_count': 234}"
773336787167145985,"{'retweet_count': 4727, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
773336787167145985,"{'retweet_count': 4727, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
773308824254029826,"{'retweet_count': 7023, 'reply_count': 182, 'like_count': 22213, 'quote_count': 575}"
773308824254029826,"{'retweet_count': 7023, 'reply_count': 182, 'like_count': 22213, 'quote_count': 575}"
773247561583001600,"{'retweet_count': 3040, 'reply_count': 49, 'like_count': 8984, 'quote_count': 160}"
773247561583001600,"{'retweet_count': 3040, 'reply_count': 49, 'like_count': 8984, 'quote_count': 160}"
773191612633579521,"{'retweet_count': 3853, 'reply_count': 90, 'like_count': 9488, 'quote_count': 239}"
773191612633579521,"{'retweet_count': 3853, 'reply_count': 90, 'like_count': 9488, 'quote_count': 239}"
772877495989305348,"{'retweet_count': 3610, 'reply_count': 70, 'like_count': 8125, 'quote_count': 317}"
772877495989305348,"{'retweet_count': 3610, 'reply_count': 70, 'like_count': 8125, 'quote_count': 317}"
772826264096874500,"{'retweet_count': 2227, 'reply_count': 40, 'like_count': 7643, 'quote_count': 70}"
772826264096874500,"{'retweet_count': 2227, 'reply_count': 40, 'like_count': 7643, 'quote_count': 70}"
772615324260794368,"{'retweet_count': 3151, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
772615324260794368,"{'retweet_count': 3151, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
772581559778025472,"{'retweet_count': 1597, 'reply_count': 37, 'like_count': 6177, 'quote_count': 60}"
772581559778025472,"{'retweet_count': 1597, 'reply_count': 37, 'like_count': 6177, 'quote_count': 60}"
772193107915964416,"{'retweet_count': 1303, 'reply_count': 38, 'like_count': 5724, 'quote_count': 64}"
772193107915964416,"{'retweet_count': 1303, 'reply_count': 38, 'like_count': 5724, 'quote_count': 64}"
772152991789019136,"{'retweet_count': 1063, 'reply_count': 18, 'like_count': 3627, 'quote_count': 43}"
772152991789019136,"{'retweet_count': 1063, 'reply_count': 18, 'like_count': 3627, 'quote_count': 43}"
772117678702071809,"{'retweet_count': 692, 'reply_count': 26, 'like_count': 3585, 'quote_count': 65}"
772117678702071809,"{'retweet_count': 692, 'reply_count': 26, 'like_count': 3585, 'quote_count': 65}"
772114945936949249,"{'retweet_count': 443, 'reply_count': 19, 'like_count': 2608, 'quote_count': 33}"
772114945936949249,"{'retweet_count': 443, 'reply_count': 19, 'like_count': 2608, 'quote_count': 33}"
772102971039580160,"{'retweet_count': 878, 'reply_count': 18, 'like_count': 3806, 'quote_count': 48}"
772102971039580160,"{'retweet_count': 878, 'reply_count': 18, 'like_count': 3806, 'quote_count': 48}"
771908950375665664,"{'retweet_count': 1772, 'reply_count': 31, 'like_count': 6245, 'quote_count': 21}"
771908950375665664,"{'retweet_count': 1772, 'reply_count': 31, 'like_count': 6245, 'quote_count': 21}"
771770456517009408,"{'retweet_count': 3171, 'reply_count': 55, 'like_count': 11426, 'quote_count': 148}"
771770456517009408,"{'retweet_count': 3171, 'reply_count': 55, 'like_count': 11426, 'quote_count': 148}"
771500966810099713,"{'retweet_count': 2442, 'reply_count': 90, 'like_count': 7859, 'quote_count': 119}"
771500966810099713,"{'retweet_count': 2442, 'reply_count': 90, 'like_count': 7859, 'quote_count': 119}"
771380798096281600,"{'retweet_count': 4727, 'reply_count': 46, 'like_count': 9999, 'quote_count': 225}"
771380798096281600,"{'retweet_count': 4727, 'reply_count': 46, 'like_count': 9999, 'quote_count': 225}"
771171053431250945,"{'retweet_count': 6954, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
771171053431250945,"{'retweet_count': 6954, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
771136648247640064,"{'retweet_count': 2733, 'reply_count': 43, 'like_count': 8699, 'quote_count': 80}"
771136648247640064,"{'retweet_count': 2733, 'reply_count': 43, 'like_count': 8699, 'quote_count': 80}"
771102124360998913,"{'retweet_count': 1348, 'reply_count': 23, 'like_count': 5935, 'quote_count': 36}"
771102124360998913,"{'retweet_count': 1348, 'reply_count': 23, 'like_count': 5935, 'quote_count': 36}"
771014301343748096,"{'retweet_count': 1552, 'reply_count': 37, 'like_count': 6558, 'quote_count': 38}"
771014301343748096,"{'retweet_count': 1552, 'reply_count': 37, 'like_count': 6558, 'quote_count': 38}"
770787852854652928,"{'retweet_count': 1114, 'reply_count': 29, 'like_count': 4672, 'quote_count': 48}"
770787852854652928,"{'retweet_count': 1114, 'reply_count': 29, 'like_count': 4672, 'quote_count': 48}"
770772759874076672,"{'retweet_count': 1337, 'reply_count': 28, 'like_count': 4937, 'quote_count': 54}"
770772759874076672,"{'retweet_count': 1337, 'reply_count': 28, 'like_count': 4937, 'quote_count': 54}"
770655142660169732,"{'retweet_count': 1679, 'reply_count': 43, 'like_count': 6991, 'quote_count': 58}"
770655142660169732,"{'retweet_count': 1679, 'reply_count': 43, 'like_count': 6991, 'quote_count': 58}"
770414278348247044,"{'retweet_count': 1947, 'reply_count': 54, 'like_count': 6006, 'quote_count': 87}"
770414278348247044,"{'retweet_count': 1947, 'reply_count': 54, 'like_count': 6006, 'quote_count': 87}"
770293558247038976,"{'retweet_count': 1368, 'reply_count': 45, 'like_count': 5898, 'quote_count': 64}"
770293558247038976,"{'retweet_count': 1368, 'reply_count': 45, 'like_count': 5898, 'quote_count': 64}"
770093767776997377,"{'retweet_count': 2845, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
770093767776997377,"{'retweet_count': 2845, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
770069151037685760,"{'retweet_count': 2140, 'reply_count': 37, 'like_count': 7218, 'quote_count': 75}"
770069151037685760,"{'retweet_count': 2140, 'reply_count': 37, 'like_count': 7218, 'quote_count': 75}"
769940425801170949,"{'retweet_count': 8913, 'reply_count': 124, 'like_count': 29579, 'quote_count': 473}"
769940425801170949,"{'retweet_count': 8913, 'reply_count': 124, 'like_count': 29579, 'quote_count': 473}"
769695466921623552,"{'retweet_count': 1573, 'reply_count': 40, 'like_count': 6113, 'quote_count': 35}"
769695466921623552,"{'retweet_count': 1573, 'reply_count': 40, 'like_count': 6113, 'quote_count': 35}"
769335591808995329,"{'retweet_count': 7204, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
769335591808995329,"{'retweet_count': 7204, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
769212283578875904,"{'retweet_count': 1613, 'reply_count': 50, 'like_count': 5123, 'quote_count': 73}"
769212283578875904,"{'retweet_count': 1613, 'reply_count': 50, 'like_count': 5123, 'quote_count': 73}"
768970937022709760,"{'retweet_count': 6057, 'reply_count': 117, 'like_count': 13550, 'quote_count': 393}"
768970937022709760,"{'retweet_count': 6057, 'reply_count': 117, 'like_count': 13550, 'quote_count': 393}"
768909767477751808,"{'retweet_count': 2476, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
768909767477751808,"{'retweet_count': 2476, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
768855141948723200,"{'retweet_count': 833, 'reply_count': 23, 'like_count': 3980, 'quote_count': 38}"
768855141948723200,"{'retweet_count': 833, 'reply_count': 23, 'like_count': 3980, 'quote_count': 38}"
768609597686943744,"{'retweet_count': 1116, 'reply_count': 41, 'like_count': 3897, 'quote_count': 68}"
768609597686943744,"{'retweet_count': 1116, 'reply_count': 41, 'like_count': 3897, 'quote_count': 68}"
768596291618299904,"{'retweet_count': 1198, 'reply_count': 26, 'like_count': 4780, 'quote_count': 43}"
768596291618299904,"{'retweet_count': 1198, 'reply_count': 26, 'like_count': 4780, 'quote_count': 43}"
768554158521745409,"{'retweet_count': 5437, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
768554158521745409,"{'retweet_count': 5437, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
768473857036525572,"{'retweet_count': 3185, 'reply_count': 80, 'like_count': 12900, 'quote_count': 232}"
768473857036525572,"{'retweet_count': 3185, 'reply_count': 80, 'like_count': 12900, 'quote_count': 232}"
768193404517830656,"{'retweet_count': 3300, 'reply_count': 155, 'like_count': 10295, 'quote_count': 210}"
768193404517830656,"{'retweet_count': 3300, 'reply_count': 155, 'like_count': 10295, 'quote_count': 210}"
767884188863397888,"{'retweet_count': 1275, 'reply_count': 45, 'like_count': 4509, 'quote_count': 49}"
767884188863397888,"{'retweet_count': 1275, 'reply_count': 45, 'like_count': 4509, 'quote_count': 49}"
767754930266464257,"{'retweet_count': 5011, 'reply_count': 58, 'like_count': 15156, 'quote_count': 166}"
767754930266464257,"{'retweet_count': 5011, 'reply_count': 58, 'like_count': 15156, 'quote_count': 166}"
767500508068192258,"{'retweet_count': 2171, 'reply_count': 46, 'like_count': 7114, 'quote_count': 101}"
767500508068192258,"{'retweet_count': 2171, 'reply_count': 46, 'like_count': 7114, 'quote_count': 101}"
767191397493538821,"{'retweet_count': 3505, 'reply_count': 43, 'like_count': 11652, 'quote_count': 82}"
767191397493538821,"{'retweet_count': 3505, 'reply_count': 43, 'like_count': 11652, 'quote_count': 82}"
767122157629476866,"{'retweet_count': 2675, 'reply_count': 49, 'like_count': 9634, 'quote_count': 133}"
767122157629476866,"{'retweet_count': 2675, 'reply_count': 49, 'like_count': 9634, 'quote_count': 133}"
766793450729734144,"{'retweet_count': 1269, 'reply_count': 38, 'like_count': 4797, 'quote_count': 79}"
766793450729734144,"{'retweet_count': 1269, 'reply_count': 38, 'like_count': 4797, 'quote_count': 79}"
766714921925144576,"{'retweet_count': 353, 'reply_count': 8, 'like_count': 2486, 'quote_count': 8}"
766714921925144576,"{'retweet_count': 353, 'reply_count': 8, 'like_count': 2486, 'quote_count': 8}"
766693177336135680,"{'retweet_count': 738, 'reply_count': 34, 'like_count': 3824, 'quote_count': 56}"
766693177336135680,"{'retweet_count': 738, 'reply_count': 34, 'like_count': 3824, 'quote_count': 56}"
766423258543644672,"{'retweet_count': 1467, 'reply_count': 28, 'like_count': 5685, 'quote_count': 68}"
766423258543644672,"{'retweet_count': 1467, 'reply_count': 28, 'like_count': 5685, 'quote_count': 68}"
766313316352462849,"{'retweet_count': 1749, 'reply_count': 44, 'like_count': 6411, 'quote_count': 87}"
766313316352462849,"{'retweet_count': 1749, 'reply_count': 44, 'like_count': 6411, 'quote_count': 87}"
766078092750233600,"{'retweet_count': 2445, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
766078092750233600,"{'retweet_count': 2445, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
766069199026450432,"{'retweet_count': 787, 'reply_count': 22, 'like_count': 3989, 'quote_count': 45}"
766069199026450432,"{'retweet_count': 787, 'reply_count': 22, 'like_count': 3989, 'quote_count': 45}"
766008592277377025,"{'retweet_count': 466, 'reply_count': 20, 'like_count': 3581, 'quote_count': 10}"
766008592277377025,"{'retweet_count': 466, 'reply_count': 20, 'like_count': 3581, 'quote_count': 10}"
765719909049503744,"{'retweet_count': 2016, 'reply_count': 39, 'like_count': 6870, 'quote_count': 55}"
765719909049503744,"{'retweet_count': 2016, 'reply_count': 39, 'like_count': 6870, 'quote_count': 55}"
765669560888528897,"{'retweet_count': 1143, 'reply_count': 34, 'like_count': 4910, 'quote_count': 92}"
765669560888528897,"{'retweet_count': 1143, 'reply_count': 34, 'like_count': 4910, 'quote_count': 92}"
